
"ID_REF"	"GSM878095"	"GSM878096"	"GSM878097"	"GSM878098"	"GSM878099"	"GSM878104"	"GSM878105"	"GSM878106"	"GSM878107"	"GSM878108"
"1552665_at"	128	264.8	210.1	171.3	272.8	176.9	925.9	200.1	241.4	170
"1552666_a_at"	2.8	34.1	41.6	23.6	11.4	16.5	92.3	114.1	96.7	83.6
"1552667_a_at"	22.9	68.5	7.5	8.1	12.3	32.5	182.4	25.1	47	43
"1552669_at"	8.3	84.1	87.7	81.8	57.2	117.6	57.1	49.9	141.8	180.9
"1552670_a_at"	394.2	831.8	359.1	538.4	474.9	744.9	1012.4	558.5	776.2	925.9
"1552671_a_at"	328.3	402.6	190.9	238.2	222.9	472.4	81	503.3	248.2	317.9
"1552672_a_at"	26.7	28.4	12.5	20.2	11.3	35.9	106.6	58.4	34.8	10.1
"1552673_at"	62.1	29.9	3.8	35.6	10.6	55.1	129.8	82.7	75.7	6.4
"1552674_at"	45.2	72.6	14	31	26.6	83.6	503.3	60.6	80.1	14.7
"1552675_at"	10	20.8	45.4	8.8	87.5	2.8	31.8	29.8	54.3	9.5
"1552676_at"	160.8	281.8	94.8	208.9	162.8	323.9	674.8	92.9	75	141
"1552677_a_at"	431.7	407.9	497.5	236.8	409.5	47.5	324.8	418.4	386.6	200.1
"1552678_a_at"	513.5	620.3	567.4	507	448.1	573.7	1407.7	405.3	805.6	576.6
"1552680_a_at"	280.3	200.2	242.5	268	215.1	122.7	520.4	201.9	192.2	170.5
"1552682_a_at"	135.6	202.5	123.6	55.2	176	120.9	166.3	209.2	119.3	133.9
"1552684_a_at"	361.2	201.4	252.7	219.9	301.9	237.1	374.4	220.9	496.6	301.7
"1552685_a_at"	199.9	207.3	89.5	104.2	145.9	120	276.5	201.7	245.1	221.3
"1552686_at"	10.4	14	123.4	111.2	164	26.5	115.4	40.8	51.8	14.7
"1552687_a_at"	115.4	88.6	18	43.2	19.8	9.8	86.6	25.3	69.4	18.3
"1552689_at"	32.4	54.3	29.3	34.7	29.8	35.5	120.8	237.8	60.8	31.6
"1552690_a_at"	121.1	176.3	105.5	85.3	80	162.8	599.1	61.2	88	180.8
"1552691_at"	67.6	21.7	1.7	28.8	5.4	42.8	152.9	28.3	4.1	44.6
"1552693_at"	60.2	52.6	2.1	22.6	5.6	48.5	17.7	50.6	11.4	82.7
"1552694_at"	70.1	40.5	74.8	63.2	70.5	104.8	83.7	6.6	112.6	47.2
"1552695_a_at"	233.8	301	301.1	347.6	116	497.8	399.8	232.4	354.2	180.6
"1552696_at"	142.1	215	338.4	83.6	184.6	79.3	182	254.7	94.1	109
"1552698_at"	198	188.7	128.8	214.3	224.5	123.3	605	282.6	464.2	140.8
"1552701_a_at"	175.8	151.4	756.8	224.8	230.5	200.1	82.4	321.9	219.9	16.4
"1552703_s_at"	633.2	298.5	1169.1	745	492.7	297	276.4	831.9	672.3	362.7
"1552705_at"	132.4	140.3	119.8	105.5	103.5	157.9	139.8	184.7	136.2	173.6
"1552708_a_at"	111.8	115.8	25.2	72.4	144.9	23	141	106.8	32.9	146.9
"1552711_a_at"	595.7	718.9	587.3	499.7	395.9	621.7	845.2	464	424	288.2
"1552712_a_at"	333	360.2	243.2	140.6	240.8	280.6	346.8	388.9	244.4	80.5
"1552713_a_at"	87.7	160.3	3.4	142.6	121.2	325.7	503.8	77.2	27.8	147.2
"1552714_at"	14.6	21.7	6.9	41	13.1	80.7	166.9	18.1	109.6	112
"1552715_a_at"	5.8	10.1	30.3	81	23.1	63	63.3	3.3	100.1	26.6
"1552716_at"	539.3	606.1	326.4	515.3	545.6	572.3	555.4	327.2	611	517.4
"1552717_s_at"	704	2114.8	1032.2	904.1	1693.9	933.8	741.8	1477.5	1109.6	1545.8
"1552718_at"	161.5	333.5	261.4	177.6	176.4	251.5	205.9	205.9	246.2	152.7
"1552719_at"	131	150.2	133.5	132.2	77.2	21.6	132	58.2	195.7	70.5
"1552721_a_at"	691.2	712.8	1006.6	1258.7	1228.1	457.8	834.7	1708.5	778	1266
"1552722_at"	6.8	46.8	49.8	9.5	3.4	105.8	13.3	12.5	5.6	5.2
"1552724_at"	107.9	199.5	166.4	155.3	144.2	308	649.6	281.5	57.4	127.8
"1552725_s_at"	81.2	86.2	186.2	134	215.4	32.4	391.4	84.7	166.4	158.9
"1552726_at"	164.2	52.4	136.4	90.5	57.1	41.3	334.5	113.6	237.9	64.5
"1552727_s_at"	16.4	33.9	120.3	71.2	38.3	98.3	264.9	21	24.3	13.7
"1552729_at"	328.6	216.9	134.5	165.3	244.7	118.4	121.7	243.7	428	339.8
"1552730_at"	63.6	56.3	24.7	6.4	143.2	22.1	219	33.7	127.2	9
"1552731_at"	6	11.1	11.1	12.2	8.5	47.3	113.6	4.5	10.3	7.9
"1552732_at"	73.5	5.6	44.6	36.5	8.1	30.2	191.8	5	3	54.7
"1552733_at"	506.5	419.3	664.7	798.3	450.6	400.8	695.1	357.4	641.5	418
"1552734_at"	116.4	53.2	61.1	105.8	65.4	132.4	159.1	185	204.3	100.6
"1552735_at"	666.8	407.1	779.9	586.1	217.4	352	386.2	326.7	282.2	339.8
"1552736_a_at"	18.7	18.4	3.9	75.7	76.4	141.1	342.7	78.3	85.2	70.5
"1552737_s_at"	371.9	497.2	390	226.6	278.2	428.5	96.6	626	213.1	316.5
"1552738_a_at"	169.5	114.4	165.8	275.2	135.9	265.4	710.6	199.6	267.7	194.5
"1552739_s_at"	492.3	233.1	423.4	602.1	463	437.3	294.3	194.8	476.8	360.4
"1552740_at"	11	8.2	40.2	41.8	13.7	13.9	87	6.1	12.2	9.5
"1552742_at"	96.1	11.8	31.3	7.4	116.3	2.8	261	17	40.5	13
"1552743_at"	23.6	26.4	15.1	21.6	94.9	36.2	104.8	82.2	167.6	131.4
"1552745_at"	43	88.1	98.3	55.3	11.5	20.5	310	28	12.3	24.5
"1552747_a_at"	25.8	93.7	26	50.7	3.7	106.8	189.7	6.2	26.7	71.9
"1552749_a_at"	212.7	364.2	152.5	475.4	42	116.7	285.8	88.7	167.1	67.2
"1552750_at"	8.5	42.4	35.9	6	23.5	15.6	105.3	100.8	26	15.6
"1552751_a_at"	53.4	109.2	32.4	201.9	120	146.3	564.7	219.8	70.1	229
"1552752_a_at"	54	115.6	66.7	82.8	66.8	62.3	301.1	208.3	79.7	124.3
"1552754_a_at"	4.5	14	3.4	16.1	14.2	8.7	267.5	4.4	4.4	17.5
"1552755_at"	6.7	10.2	14.6	5.6	11.7	29.1	78.2	20.1	14.4	9.1
"1552757_s_at"	9.7	45	10	7.2	16.6	37.3	448.6	5.6	5.6	53.6
"1552758_at"	132.3	7.6	139.2	139.8	29.1	144.1	146.3	92.3	167.1	128.1
"1552760_at"	43.7	6.3	9.7	39.8	6.7	7.6	102.1	106.8	6.7	11.4
"1552761_at"	311.8	270.9	311.1	193.5	303.4	347.8	687	304	113	314
"1552763_at"	54.2	12.2	12.9	5.7	7	8.3	100.3	5.3	14.3	6.1
"1552765_x_at"	85.8	4.1	76.8	97.8	107.1	105.6	193.2	12.4	164.7	115.3
"1552766_at"	4.5	24	22.5	5.3	15.6	22	90.4	1.6	38.6	4.7
"1552767_a_at"	6.7	102.8	61	47	42.9	195.2	193.2	24.4	150.4	51.6
"1552768_at"	23.2	30.4	51.8	66.2	14.3	26.6	208.7	35.8	75.9	43.7
"1552769_at"	160.5	129.3	126.5	65.8	173.6	150.7	403.6	228.8	201	146.2
"1552770_s_at"	136.3	68.8	193.5	245.6	114.2	306.9	762	68.9	116.2	133.1
"1552771_a_at"	2	3.7	21.4	21.5	78.8	27.6	54.5	4.8	14.4	5.4
"1552772_at"	33.7	58.3	42.3	82.4	84.2	136.1	140.7	147.6	6.6	111.1
"1552773_at"	62.9	94	50.1	92	39.2	151.4	79	13.6	41.1	185
"1552774_a_at"	158	86.7	245.4	294.4	156.6	195	490.6	122.8	47.6	20.5
"1552775_at"	79.6	38.4	6.3	127	47.4	222.7	185.4	138	144.9	62.5
"1552777_a_at"	27.8	7.4	150	14.3	36.5	7	43.9	105.1	112.4	20.3
"1552779_a_at"	46.6	97.5	5.6	103.2	23.5	39.4	350.5	20	108.3	26.2
"1552782_at"	51.6	61.8	15.7	3.5	9.6	7.5	155.3	5.1	19.5	8.4
"1552783_at"	14.9	80.2	43.8	68	32.6	5.3	12.5	5.4	112.2	53
"1552785_at"	137.1	57.7	82.1	46.9	102.5	33.9	411	40.7	139.6	32.5
"1552787_at"	153.3	189.7	61.1	202.9	154.8	91.5	110.7	101	14.5	110.4
"1552788_a_at"	162.4	41.4	91.8	61.8	50.4	175.4	151.1	32.9	34.1	104.4
"1552789_at"	1291.3	441.8	1539.6	1880.5	500.7	930.8	421.7	769.8	691.6	702.9
"1552790_a_at"	2397.8	1323.7	2364.9	3845	2208.8	1913.8	1255	1614	1777	2071.4
"1552791_a_at"	14.6	50	40.4	6	7.7	10.4	168.6	44.2	39.6	8.9
"1552792_at"	93.6	176.2	113.8	81.3	265.7	97.9	39.3	151.9	239.7	205.3
"1552793_at"	280.9	298.2	232.8	214.7	336.4	390.9	465.6	367.6	249.2	393.5
"1552794_a_at"	36.2	55.5	66.3	45.9	80.4	23.8	50.5	128.9	103.9	32
"1552796_a_at"	102.7	104.1	15.8	92.4	8.1	107.4	466.5	83.7	111.8	205.1
"1552797_s_at"	106.8	108.7	31.3	91.4	116.9	141.7	478.3	127.1	137.6	46.6
"1552798_a_at"	599.4	435.1	650.9	694.5	553	209.1	664.9	546.7	496.9	433.2
"1552799_at"	50.5	31	42.8	21.3	21.5	29.4	302.8	29.2	33.7	26.7
"1552800_at"	142.3	188.1	95.9	238.6	446.4	125.7	955.7	98.6	316.7	404.9
"1552801_at"	34.5	21.3	15.5	48.9	18.9	8.5	1004.2	9.6	18.6	11.6
"1552803_a_at"	114.2	70.2	108.7	35.4	164.1	28.8	96	114.3	54.2	26.5
"1552804_a_at"	255.6	438.3	190.6	188.1	139.9	156.6	114.2	448.7	496.5	184.3
"1552806_a_at"	94.3	123.6	94.7	9.9	19.3	73.3	426	77.9	17.1	87.7
"1552807_a_at"	25.8	26.5	95	35.7	97.6	37.3	402.3	39.6	19.1	189.3
"1552808_at"	100.7	188.1	176.3	124.6	16	40.1	150.1	124.4	25.7	37.8
"1552809_at"	75.3	97.3	35.9	65.6	80.5	68.6	234.7	71.8	18.3	17.4
"1552811_at"	33.4	40.2	119.9	69.1	60.2	193.8	217.6	219.1	142.8	90.1
"1552812_a_at"	540.8	694.1	410.5	427.1	446.5	314.8	655.7	454.5	475.4	461.9
"1552813_at"	15	11.4	26.8	19.6	86.4	40.7	104.5	27	44.3	57.1
"1552814_a_at"	114.4	119.6	19.4	88	15.1	23.7	68.8	43.2	149.2	9.6
"1552816_at"	100.1	80.6	37.3	40.1	18.8	84.2	27	121.2	98	76.8
"1552818_a_at"	40.5	9.1	8.5	7.2	3.8	20.9	65.6	53.6	8.7	28.3
"1552819_at"	117.4	138.4	124.7	40.1	155.5	90.1	218	54	119.2	77.4
"1552822_at"	112.1	4.8	43.2	63.5	40.1	137.3	325.6	101.7	76.9	67.8
"1552825_at"	78.6	18.7	133.9	85	8.4	154.6	201.3	79.2	160.2	54.8
"1552826_at"	32	3.5	1.4	41.2	27.2	80.6	32.2	11.6	7.1	58.6
"1552827_s_at"	38	145.8	41.9	45.6	3.6	81.8	667.7	66	151.6	82.9
"1552828_at"	158	177.8	51.6	199.5	191.8	178.3	301.5	224	226.3	266.1
"1552829_at"	139	255	46.4	134.7	168	103.9	274.3	181.2	170.1	120.8
"1552830_at"	69.8	22.8	9.3	14.8	12.8	157.5	128.3	158.2	69.1	11.8
"1552833_at"	61.5	105	46.8	7.9	16	54.9	266.5	45.3	277.5	86.9
"1552834_at"	36.8	47.8	98.1	89.9	48.2	32.4	227	16	135.1	15.6
"1552835_at"	55.6	28.7	62.1	5.8	56.5	68.3	178.2	112.1	42.7	23.3
"1552836_at"	222.6	316.7	284.3	267.8	260	268.3	84.6	289.9	205.2	256.1
"1552837_at"	60.6	1.6	3.7	10	10.2	49.2	81.6	54.2	4.4	2.5
"1552839_at"	106.1	128.7	76.4	71.7	130.8	173.4	179.6	94.5	172.7	29.6
"1552841_s_at"	14	76	82.1	45.9	71.7	39.5	242.5	5.5	228	172.2
"1552842_at"	146.8	57.7	35.8	32.7	139.9	58.4	118.4	12.5	197.9	79.7
"1552843_at"	9.3	13	7.2	60	12.9	11.3	165.4	5.3	24.5	6.4
"1552845_at"	36	136	58.9	62	36.2	36.2	149.4	164.1	90.7	197.5
"1552846_s_at"	868.6	497.9	440.2	569.1	476.6	441.6	1187.6	557.5	834.6	601.8
"1552848_a_at"	43.9	189.7	9.3	53.3	50.9	152.2	119.2	82	124.8	147.1
"1552849_at"	15.9	11.1	77.8	14.2	28.1	85.9	168.7	37	10	79.7
"1552851_at"	4.2	15.9	48.2	2.8	6.5	3.5	57	169.6	87.3	61.7
"1552852_a_at"	81.1	91.7	34.9	99.1	13.5	144.8	43.2	26.6	130	5.4
"1552853_at"	73	18.6	58.1	30.9	16.5	49.3	1361.5	17.6	91.1	35.2
"1552854_a_at"	41.6	13.7	5.4	13.9	11.7	12.8	80.7	7.8	23.8	15.7
"1552856_at"	45.1	54.1	55.2	11.9	39.6	134.5	219.4	138.7	111.5	124.1
"1552857_a_at"	70.4	35.5	16.2	28.6	156.5	9	123.3	6.3	151.1	32.8
"1552858_at"	3.4	40.9	18.2	15.9	8.6	52	34.5	20.4	104.1	33.8
"1552860_at"	11.7	15.5	9.1	15.1	17.4	9.3	600.9	12	23.6	14.7
"1552862_at"	59.4	198	19	6.7	27.8	6.7	89.9	96.6	137.9	8.5
"1552863_a_at"	1006.5	1170.5	520.9	521.2	742	751.3	1207	632.2	1059.9	830.3
"1552865_a_at"	223.3	234.4	237.7	185.4	196.3	288.3	647	206.3	310.3	244.8
"1552867_at"	293.1	158.2	65.2	86	9.8	137.7	271.3	181.9	244.1	168.5
"1552868_at"	61.3	113.1	157.7	149.5	333.4	327.4	207.1	342.3	127.9	452.1
"1552870_s_at"	2.9	21.6	47.2	40.3	52.5	23.6	111.8	84.8	92.4	32.7
"1552872_at"	38.2	204.3	47.5	262	204.3	107.1	232.6	26	46.1	43
"1552873_s_at"	396.4	565.7	394.3	380.5	443.7	577.4	874.7	718.1	488.1	660.9
"1552875_a_at"	25.3	29.2	18.7	34.4	3.6	164.1	37.3	63.4	7.5	10.4
"1552876_at"	80.1	24.2	23.4	5.4	21.2	8.2	150.7	63.5	114.6	70
"1552877_s_at"	103.5	188	38.1	146.8	257.1	380.5	69.6	132.1	190	392.6
"1552878_at"	48	79.7	77.4	45.6	27.6	60.8	377.5	13.3	61.6	32.1
"1552879_a_at"	34.4	70.4	12.2	42.6	32.8	18.2	201.2	20.4	29.1	101.5
"1552880_at"	135.1	88	137.1	248.8	122.4	155.4	137.6	288.4	238.7	201.5
"1552882_a_at"	7.5	17.9	14.3	77.2	19.2	52.4	55.9	27.8	63	24.6
"1552884_at"	185.7	272	106.5	129.5	112.5	129.9	433.6	234.1	167.8	214.6
"1552885_a_at"	83	185	59.1	412	83.1	274.6	1138.4	400	118	239.4
"1552887_at"	138.1	286.1	189.9	129.7	184.1	119.7	1404.4	202.1	474.4	321.4
"1552889_a_at"	560.5	565.6	387.1	346.5	352.4	907.9	486.6	441.1	763.1	662.4
"1552890_a_at"	19.1	32	81.6	68.8	22.3	170.8	131.4	63.9	195.9	21.8
"1552892_at"	28.3	15.8	19.2	31.7	13	151.9	211.8	13.2	68.5	14.1
"1552893_at"	282.6	348.4	171.6	222.3	276.9	426.4	451.8	376.7	434.5	305.5
"1552895_a_at"	75	37.4	7.1	35	40.5	7.7	271.2	91.6	41.4	107.9
"1552897_a_at"	63.7	12.3	8.9	48.1	3.5	168.7	56.6	163.8	111.1	82.8
"1552898_a_at"	135	50.3	23.4	81	5.7	28	142.2	32.3	21.3	22.6
"1552899_at"	89.9	116.1	50.9	130.6	22.2	111.8	496.1	133.4	76.5	251
"1552900_a_at"	42.5	108.8	17	76.5	10.8	59.1	269.7	26.4	112.9	6.9
"1552902_a_at"	6.8	21.1	75.9	36	5.5	123.5	77.6	133.4	27.9	129.9
"1552903_at"	110.9	21.2	95.2	53.1	79.1	10.1	126.9	171.1	15.5	160
"1552904_at"	72	7.6	25.6	26.3	50.3	41.7	54.2	62.2	9.5	1.6
"1552906_at"	35	5.2	9.9	10.2	10.2	95.3	121	41.4	21.9	43
"1552908_at"	4	61.1	4.4	1.1	5.6	12.1	66.6	2.7	6.1	3.9
"1552910_at"	40.1	7.6	89.3	17.5	38.9	32	34.7	34.2	54.4	32
"1552911_at"	28.2	189.7	59.8	71.2	102.7	147.4	115.7	223.8	53.9	221.5
"1552912_a_at"	13.4	62.4	2.7	15.2	69.7	104.2	32.5	56.1	137.2	44.4
"1552913_at"	35.1	2.8	1.3	14	16.5	44.6	26.8	5.6	2.6	50.3
"1552914_a_at"	460.3	915.2	459.8	420.7	437.8	559	356.1	1810.1	955.5	1511
"1552915_at"	46.3	148.8	115.8	102.3	133.8	286.9	129.5	113.5	249.8	100.1
"1552917_at"	21.2	134.7	156.7	102.6	58.7	268.8	706.5	240	253	194.1
"1552919_at"	10.6	37.6	3.5	30.7	112.8	10.5	221.2	77.1	4.6	7.5
"1552921_a_at"	349.2	478.3	275.8	288	630.6	221.7	118.6	405.8	416.8	381.7
"1552922_at"	3.9	15.3	9.6	12.8	1.9	156.8	31.5	107.6	13.8	100.5
"1552923_a_at"	182.9	221.1	18.1	63.1	34.9	121.4	164.8	207.4	95.5	114.9
"1552924_a_at"	222	354.2	82.8	45.1	179.4	28.4	195.8	297.2	109.5	111.1
"1552925_at"	27	8.2	137.8	56.8	13.7	140.9	64.2	46	136.6	24
"1552927_at"	102.1	255.5	162.1	79.8	183.3	91.4	293.5	228.2	158.1	248.1
"1552928_s_at"	116.5	300.9	194.6	58.6	337.9	164	54.1	431.9	284.2	217.1
"1552929_at"	50.1	5.7	55.2	4.6	7.2	8.4	50.3	45.2	19.5	26.2
"1552930_at"	248	238.1	155.1	235.3	180.6	306.7	571.2	229.7	293.6	336.7
"1552931_a_at"	972.2	1154.2	919.6	848.4	1302.3	547.1	693.7	1169.3	1121.6	965.7
"1552932_at"	36.4	19.1	18.1	16.1	13.7	14.1	104.1	6.8	41.4	14.4
"1552933_at"	2.1	120	80.1	44.2	54.1	25.2	72.8	5.1	108.2	173.4
"1552935_at"	209.4	203.5	51.4	136.9	150.9	168.5	241.4	129.6	262.1	145.7
"1552937_s_at"	425	430.6	371.8	235.1	471.6	581.9	350	586.7	363.5	458.2
"1552938_at"	33	28.2	21.3	92.7	97.8	104.1	512.2	15.7	33	131.8
"1552939_at"	48.8	41.2	53.6	41.8	21	164.9	164.5	132	51.6	29.2
"1552940_at"	3.6	95.4	62.6	5.4	102.1	94.1	376.9	86.6	75.2	31.8
"1552942_at"	231.8	317.9	230.4	181.4	354.7	271.1	1558.6	236.8	406.4	290.3
"1552943_at"	1.6	33.3	4.9	3.9	25.1	6	196.2	10.9	6.8	52.4
"1552944_a_at"	65.7	246.8	46.1	51.5	80.7	131.7	470	102.2	134	51.1
"1552946_at"	65	8.3	3.5	27.6	5.4	73	278.5	16.7	54.7	64.4
"1552947_x_at"	58.2	77.3	10.5	39.6	61.1	69.4	298.2	4	24.1	6.8
"1552948_at"	7.6	18.1	5	27.8	16	29.3	119.2	21.6	17	32.9
"1552950_at"	4.3	76.4	40.7	7.1	4.2	20.8	57	16.2	104.3	9.5
"1552952_at"	57.3	109.2	104	45.8	99.2	94.9	132.4	150.6	8.1	37.6
"1552953_a_at"	173.9	127.8	146	152.4	147.3	25.9	85	23.1	209.8	127.6
"1552954_at"	418.2	63.5	27.5	86	121.8	12.1	85.3	114.8	183.7	133.1
"1552955_at"	82.4	87.8	6.1	112.7	169.9	33	209.7	10.5	194.7	146.4
"1552957_at"	6.2	29.8	27.1	18.9	62	35.6	244.9	52.6	50.3	15.4
"1552960_at"	296.2	482.4	11.4	34.4	458.2	220.7	695.6	1214.9	437.8	716
"1552961_at"	124	133.3	24.3	17.2	19.8	10.3	73.1	8	37.2	19.4
"1552964_at"	14.8	27.8	19.8	15	16.7	17.3	72.1	23.6	17.4	17.1
"1552965_a_at"	46.4	8.5	82.1	81.4	95.2	16.2	72.2	35.7	95.8	90.8
"1552967_at"	69.1	128.1	80.2	31.5	121	152.4	532	19.2	107.2	165.3
"1552969_a_at"	192.2	230	88.3	62.5	217.6	84.5	28.4	181.9	13	163.3
"1552970_s_at"	144.7	147	147.8	168.5	372.9	207.9	195.1	224	96	143.9
"1552971_at"	12.3	34.3	16.7	9.7	35.9	48.1	332.8	48.2	13	4.2
"1552972_at"	28.2	55.4	3	18.2	55.4	9.1	287.2	44.5	30.7	43.9
"1552973_at"	78.6	21.4	27.4	24.6	42.5	50.8	72	46.7	69.3	25.4
"1552974_at"	53.5	1.5	6.7	4.2	5.1	5.6	250.6	4.5	72.5	11.5
"1552975_x_at"	8.2	36.6	1.1	51.2	56	10.1	105.2	16.6	9.9	2.7
"1552976_at"	335.8	534.6	227.1	316.7	365.7	428.5	1313.3	341.7	329.3	406.8
"1552977_a_at"	1151.2	1485.9	1251.1	1181.8	1158.7	1622.6	2555.7	2001.8	1925.9	1793.4
"1552978_a_at"	1858.6	2700.3	2625.3	1737.2	3116	1724.5	1332.4	2622.5	2443.7	2195.9
"1552979_at"	13.6	8.2	39.9	13.7	7.5	16.3	47.9	7.4	5.7	85.7
"1552980_at"	145.4	169.4	317.2	252.6	200	26.1	370.8	20.1	28.3	114.3
"1552982_a_at"	112	118.4	5	7.8	59.1	188.4	201.3	10.7	56.1	15.8
"1552985_at"	18.3	34.5	129.4	136.6	66.5	18.9	460	136.1	178.9	201.7
"1552986_at"	102.7	26.7	51.6	16.4	12.7	31	245.9	62	112.4	15.3
"1552987_a_at"	33.4	3.6	6.7	16	63.4	7.3	45.4	58.8	54	49.2
"1552988_at"	44	14.8	15.6	12	4.6	64.3	90.4	4.3	4.5	181.6
"1552990_at"	51.2	15.5	9.3	4.4	11.9	6.7	85.3	11.2	15.6	7.6
"1552991_at"	44.9	152.3	66.1	63.6	22.4	70.1	47	84.8	130.7	113.5
"1552993_at"	6.8	2.3	9.6	7.8	10.8	83.7	90.3	7.3	75.5	28.3
"1552995_at"	56.2	116.2	42.8	28.9	14	80.2	166.3	38.8	20.7	66.2
"1552997_a_at"	77.2	101.9	123.8	20.6	121.5	104.6	366	57.1	54.1	168.7
"1552998_at"	9.1	8.3	43.5	5.1	13.1	13.5	105.8	23.4	7	15.5
"1552999_a_at"	12	41.5	8.4	11.7	17.5	8	250.7	81	106.3	34.2
"1553002_at"	75	71.9	7.1	57.5	73.1	161.9	248.3	74.7	109.6	11.8
"1553003_at"	196.9	133.4	47.9	36.5	16.4	113.5	110.9	114.4	235.8	117.6
"1553004_at"	32.1	165.9	10.1	58.2	68.8	46.5	304.7	80.6	137.9	83.6
"1553006_at"	16.7	23.1	7.8	62.1	6.4	29.8	48.8	32	15.4	18.1
"1553007_a_at"	8.2	9.3	5.3	11.9	23.8	8.5	114	18.9	12.5	8.5
"1553009_s_at"	5.4	9.8	5.2	4.6	6.6	8	57.8	8.2	8	6.7
"1553011_at"	181.1	177.7	130.5	169.5	158.6	176.7	178.4	118.5	124.4	444.4
"1553013_at"	128.6	39.5	94.9	15.5	69.3	25.8	86.7	85.2	117.2	14.5
"1553015_a_at"	380.8	503.7	252.9	396.2	428.2	390	1518.3	640.4	537.2	391
"1553016_at"	8.9	71.9	7.5	87.6	50.1	80.9	294.4	28.2	32.4	76.1
"1553019_at"	246.5	286	344.8	183.9	201	267.9	227.3	282.4	317.1	182.4
"1553020_at"	54.6	47.7	101.5	128.3	45.7	15.4	239.2	131.2	146.3	53.4
"1553021_s_at"	559.1	890	574.3	463.5	433.8	812.4	166.9	1112	777.1	739.3
"1553022_at"	17	1.2	3.8	4.2	43.8	58.8	46.2	67.7	3.8	62
"1553023_a_at"	141.2	273.5	163.8	105	164.7	91.6	680.6	165.3	209.9	96.1
"1553024_at"	3.5	24.3	2.8	41.3	62.7	40.5	32.9	68.4	7.4	15.7
"1553025_at"	53.6	24.1	119.1	18.1	19.6	87	86.3	117.9	25	131.3
"1553027_a_at"	13.5	172.1	134.5	48.9	56.4	39.8	244.7	136.1	212.8	102.1
"1553028_at"	175.5	77.5	15.8	14.9	48.7	30.3	72.8	8.9	28.2	22.2
"1553030_a_at"	316.6	354.7	242.5	400.9	513.8	227.8	279.9	396.3	237.2	476.2
"1553031_at"	35.8	133.2	65.5	108.6	26.6	191.9	77.8	53.6	53.9	6.5
"1553032_at"	8.4	83.9	20.9	10.9	25.7	23.9	118.4	19.8	15.1	6.6
"1553033_at"	5.2	13.4	7	8.6	50.4	10.9	31.6	3.4	9.9	8.9
"1553034_at"	478.3	532.6	567.9	702.5	622.1	796.6	401.7	656.1	539.5	755.7
"1553036_at"	13.8	17	99.6	6.8	51.2	19	46.8	6.9	95.8	12.9
"1553037_a_at"	72.9	15	7.3	3	3.5	11.1	164.7	40.7	7.4	5.7
"1553039_a_at"	42.5	115.4	37.8	42	29.3	68.6	244.1	76.6	78.5	54.5
"1553041_at"	24.4	39.2	19.2	9.3	7.6	37.4	123.6	23.7	13.2	23
"1553042_a_at"	229.1	133.7	234.9	68.1	166.7	28	105.7	150.5	346.1	287.6
"1553043_a_at"	24.5	30.4	7.3	63.2	20.5	15.6	422.3	30.6	60.3	181.2
"1553044_at"	25.7	29.9	175.5	152.1	70.6	248.7	128.8	200.1	292	43.5
"1553045_at"	69.1	9.2	97.9	61	74.2	200.2	252.1	10.1	230.1	99.8
"1553046_s_at"	54.8	160	71.1	201.1	146.8	93.1	855.2	24.4	66.9	66.9
"1553047_at"	281	234.3	305.9	198.2	65.2	488.7	559.3	199.4	223.6	120.6
"1553048_a_at"	357.4	711.4	381.3	263.9	449.9	477.9	147.9	923.1	696.6	842.7
"1553051_s_at"	84	58.1	54.3	125	29.9	70.2	268.1	82.9	16.4	31
"1553052_at"	37	35.2	44.7	61	8.5	31.2	27.3	22.4	16.1	32.8
"1553053_at"	17.8	21.2	7.5	11.2	7.3	30.2	175	38.5	33.6	20.3
"1553055_a_at"	591.1	1411.7	925.8	524.5	1083.3	688.7	489.8	1077	1441.7	1662.3
"1553057_at"	18.8	60.5	9.8	63.3	90	161.9	73	27.2	223.6	132.7
"1553058_at"	64.2	37.1	86.2	35.6	21.6	116.3	329.3	7.6	14.9	85.2
"1553059_at"	8.7	43.6	7.2	14.2	13.6	88.5	177.5	3.3	105.1	23.3
"1553060_at"	189.4	94.3	19.3	15.6	104.7	124.2	96.9	26.5	192.3	76.7
"1553061_at"	8.7	11.6	16.8	7.6	8.6	18.1	489.3	7.2	9.9	7.9
"1553062_at"	27.6	25.8	102.4	34.7	70.6	162.6	146.6	91.3	125.7	151.1
"1553063_at"	92.8	213.2	246.6	130.4	29.5	168	542.4	133.3	166.2	55
"1553064_at"	8.3	8.2	87	17.7	11.7	33.3	203.7	14.9	60.5	96.9
"1553066_at"	5.9	35.9	74.8	14.1	3.8	31.4	256.6	18.3	137.8	9.4
"1553067_a_at"	48.3	42.1	18.3	44.2	29.1	65.6	148.7	145.7	83.5	89.8
"1553069_at"	21.3	18.3	5.9	9.9	16.5	95.7	189.3	83.3	15.6	176.6
"1553070_a_at"	209.4	160.4	104.5	40.4	22.9	369.7	963.8	46.4	329.5	265.9
"1553071_a_at"	30.7	28.7	30	22	19.5	118.5	554.3	116.6	194.6	166.1
"1553072_at"	10.9	10.3	17.3	14.2	7.5	9.4	44.4	19.4	75.9	76.5
"1553074_at"	4.2	53.7	3.7	15.2	12.6	27	72.1	92.1	47.1	138.4
